Gene;Androgen human and mouse;Estrogen human and mouse and rat;Glucocorticoid human and mouse and rat;Peroxisome proliferator-activated receptor human and mouse and rat;Progesterone receptor human and mouse;RA human and mouse;Thyroid hormone only mouse
ARRB1;;;;;;Retinoic acid;
GRHL3;;;;;;Retinoic acid;
WDR36;;;;;;Retinoic acid;
FHL1;;;;;;Retinoic acid;
SOX2;;;;;;Retinoic acid;
SERPINA5;;;;;;Retinoic acid;
DMKN;;;;;;Retinoic acid;
HS3ST3A1;;;;;;Retinoic acid;
GTPBP6;;;;;;Retinoic acid;
PRIMA1;;;;;;Retinoic acid;
COIL;;;;;;Retinoic acid;
CHST11;;;;;;Retinoic acid;
SIX1;;;;;;Retinoic acid;
ANKRD35;;;;;;Retinoic acid;
DLC1;;;;;;Retinoic acid;
KLK11;;;;;;Retinoic acid;
ATF7IP2;;;;;;Retinoic acid;
KLRC3;;;;;;Retinoic acid;
PCDH8;;;;;;Retinoic acid;
DUS3L;;;;;;Retinoic acid;
PIGK;;;;;;Retinoic acid;
RIF1;;;;;;Retinoic acid;
FAM206A;;;;;;Retinoic acid;
GHDC;;;;;;Retinoic acid;
SRF;;;;;;Retinoic acid;
VAT1L;;;;;;Retinoic acid;
USB1;;;;;;Retinoic acid;
CHST12;;;;;;Retinoic acid;
GATA4;;;;;;Retinoic acid;
PGBD5;;;;;;Retinoic acid;
OAS3;;;;;;Retinoic acid;
ZGRF1;;;;;;Retinoic acid;
HMCN1;;;;;;Retinoic acid;
SLCO4C1;;;;;;Retinoic acid;
CCDC150;;;;;;Retinoic acid;
ARMC7;;;;;;Retinoic acid;
WDR60;;;;;;Retinoic acid;
PRKCI;;;;;;Retinoic acid;
GID8;;;;;;Retinoic acid;
ASXL1;;;;;;Retinoic acid;
TNNT1;;;;;;Retinoic acid;
DAPP1;;;;;;Retinoic acid;
NEFH;;;;;;Retinoic acid;
SLC9B2;;;;;;Retinoic acid;
MOB3C;;;;;;Retinoic acid;
GK5;;;;;;Retinoic acid;
ASCL2;;;;;;Retinoic acid;
FAM98B;;;;;;Retinoic acid;
RTKN2;;;;;;Retinoic acid;
MYRFL;;;;;;Retinoic acid;
BICDL1;;;;;;Retinoic acid;
DNAJC14;;;;;;Retinoic acid;
B3GNT5;;;;;;Retinoic acid;
F13A1;;;;;;Retinoic acid;
MKS1;;;;;;Retinoic acid;
SNCA;;;;;;Retinoic acid;
OTUD7B;;;;;;Retinoic acid;
VASH1;;;;;;Retinoic acid;
PRTG;;;;;;Retinoic acid;
ENOX2;;;;;;Retinoic acid;
KCTD13;;;;;;Retinoic acid;
GPR27;;;;;;Retinoic acid;
SLMAP;;;;;;Retinoic acid;
CLEC18A;;;;;;Retinoic acid;
HES2;;;;;;Retinoic acid;
IFT74;;;;;;Retinoic acid;
WDR7;;;;;;Retinoic acid;
HOXB3;;;;;;Retinoic acid;
ITGB7;;;;;;Retinoic acid;
GTSF1;;;;;;Retinoic acid;
VSIG2;;;;;;Retinoic acid;
PRX;;;;;;Retinoic acid;
GBX2;;;;;;Retinoic acid;
ST8SIA1;;;;;;Retinoic acid;
RHBDL3;;;;;;Retinoic acid;
SNCB;;;;;;Retinoic acid;
DIS3;;;;;;Retinoic acid;
GRP;;;;;;Retinoic acid;
PRAMEF12;;;;;;Retinoic acid;
SFRP1;;;;;;Retinoic acid;
PIGB;;;;;;Retinoic acid;
GTPBP10;;;;;;Retinoic acid;
NUDT17;;;;;;Retinoic acid;
RPRML;;;;;;Retinoic acid;
MSC;;;;;;Retinoic acid;
OLIG3;;;;;;Retinoic acid;
RASL10B;;;;;;Retinoic acid;
CSNK1E;;;;;;Retinoic acid;
NGDN;;;;;;Retinoic acid;
KLK10;;;;;;Retinoic acid;
LRRN2;;;;;;Retinoic acid;
Angptl6;;;;;;Retinoic acid;
Zfp1;;;;;;Retinoic acid;
Gjc1;;;;;;Retinoic acid;
Col13a1;;;;;;Retinoic acid;
Ly6g6d;;;;;;Retinoic acid;
Srsf12;;;;;;Retinoic acid;
Vps50;;;;;;Retinoic acid;
Actn2;;;;;;Retinoic acid;
Prdm8;;;;;;Retinoic acid;
Neu3;;;;;;Retinoic acid;
Ttc29;;;;;;Retinoic acid;
Dleu7;;;;;;Retinoic acid;
Tbx21;;;;;;Retinoic acid;
Syt13;;;;;;Retinoic acid;
Adamdec1;;;;;;Retinoic acid;
Nexn;;;;;;Retinoic acid;
Pou3f1;;;;;;Retinoic acid;
Ccdc122;;;;;;Retinoic acid;
Ino80;;;;;;Retinoic acid;
Samd14;;;;;;Retinoic acid;
Phyhipl;;;;;;Retinoic acid;
Adamts10;;;;;;Retinoic acid;
Nkx6-3;;;;;;Retinoic acid;
Wdr86;;;;;;Retinoic acid;
Elavl4;;;;;;Retinoic acid;
Rasgef1c;;;;;;Retinoic acid;
Apobec4;;;;;;Retinoic acid;
Sycp1;;;;;;Retinoic acid;
P2rx3;;;;;;Retinoic acid;
Klhdc8a;;;;;;Retinoic acid;
Foxn4;;;;;;Retinoic acid;
Lefty2;;;;;;Retinoic acid;
Fabp7;;;;;;Retinoic acid;
Thada;;;;;;Retinoic acid;
Hoxa3;;;;;;Retinoic acid;
Nsun6;;;;;;Retinoic acid;
Fgf4;;;;;;Retinoic acid;
PHACTR3;;;;;;Retinoic acid;
LIN28B;;;;;;Retinoic acid;
TULP1;;;;;;Retinoic acid;
HTR3B;;;;;;Retinoic acid;
HMX2;;;;;;Retinoic acid;
SOST;;;;;;Retinoic acid;
CACNG6;;;;;;Retinoic acid;
Neurod1;;;;;;Retinoic acid;
Tnfrsf13c;;;;;;Retinoic acid;
Arhgap20;;;;;;Retinoic acid;
Gimap8;;;;;;Retinoic acid;
Cdh22;;;;;;Retinoic acid;
Strc;;;;;;Retinoic acid;
Otx2;;;;;;Retinoic acid;
Kcnj14;;;;;;Retinoic acid;
Cxcr2;;;;;;Retinoic acid;
CD300LF;;;;;;Retinoic acid;
PDCD1LG2;;;;;;Retinoic acid;
L1TD1;;;;;;Retinoic acid;
IFNA2;;;;;;Retinoic acid;
LTB4R2;;;;;;Retinoic acid;
ARMC4;;;;;;Retinoic acid;
WNT8A;;;;;;Retinoic acid;
CCKBR;;;;;;Retinoic acid;
REC114;;;;;;Retinoic acid;
LIPI;;;;;;Retinoic acid;
SOHLH1;;;;;;Retinoic acid;
GABRA5;;;;;;Retinoic acid;
KLK7;;;;;;Retinoic acid;
CCDC169;;;;;;Retinoic acid;
TEX13B;;;;;;Retinoic acid;
FKBP6;;;;;;Retinoic acid;
FMR1NB;;;;;;Retinoic acid;
Usp22;;;;;;Retinoic acid;
Terb2;;;;;;Retinoic acid;
St6gal2;;;;;;Retinoic acid;
Krtap9-3;;;;;;Retinoic acid;
RNF17;;;;;;Retinoic acid;
TPH2;;;;;;Retinoic acid;
SRCIN1;;;;;;Retinoic acid;
TTC9B;;;;;;Retinoic acid;
DHCR24;;;;;Progesterone;;Thyroid hormone
NOV;;;;;Progesterone;;Thyroid hormone
MID1;;;;;Progesterone;;Thyroid hormone
NPC1;;;;;Progesterone;;Thyroid hormone
LRRFIP2;;;;;Progesterone;;Thyroid hormone
MGMT;;;;;Progesterone;;Thyroid hormone
WNT5A;;;;;Progesterone;;Thyroid hormone
OIP5;;;;;Progesterone;;Thyroid hormone
ROR1;;;;;Progesterone;;Thyroid hormone
LRP8;;;;;Progesterone;;Thyroid hormone
YAP1;;;;;Progesterone;;Thyroid hormone
APOLD1;;;;;Progesterone;;Thyroid hormone
LONRF1;;;;;Progesterone;;Thyroid hormone
CENPA;;;;;Progesterone;;Thyroid hormone
SNAP47;;;;;Progesterone;;Thyroid hormone
MCOLN2;;;;;Progesterone;;Thyroid hormone
NCOA1;;;;;Progesterone;;Thyroid hormone
PPP1R9A;;;;;Progesterone;;Thyroid hormone
IFI27;;;;;Progesterone;;Thyroid hormone
TTC25;;;;;Progesterone;;Thyroid hormone
IGFBP5;;;;;Progesterone;;Thyroid hormone
MAP3K21;;;;;Progesterone;;Thyroid hormone
TMEM263;;;;;Progesterone;;Thyroid hormone
CHN1;;;;;Progesterone;;Thyroid hormone
WASHC4;;;;;Progesterone;;Thyroid hormone
BEX1;;;;;Progesterone;;Thyroid hormone
SPINK1;;;;;Progesterone;;Thyroid hormone
MEX3A;;;;;Progesterone;;Thyroid hormone
NPTX1;;;;;Progesterone;;Thyroid hormone
MORN2;;;;;Progesterone;;Thyroid hormone
DTX3;;;;;Progesterone;;Thyroid hormone
Lyve1;;;;;Progesterone;;Thyroid hormone
Gpc1;;;;;Progesterone;;Thyroid hormone
Anxa3;;;;;Progesterone;;Thyroid hormone
Ccnt1;;;;;Progesterone;;Thyroid hormone
Ankrd52;;;;;Progesterone;;Thyroid hormone
Ecsit;;;;;Progesterone;;Thyroid hormone
Magee1;;;;;Progesterone;;Thyroid hormone
Mafg;;;;;Progesterone;;Thyroid hormone
Med26;;;;;Progesterone;;Thyroid hormone
Slit2;;;;;Progesterone;;Thyroid hormone
Dcaf15;;;;;Progesterone;;Thyroid hormone
Slc39a11;;;;;Progesterone;;Thyroid hormone
Suds3;;;;;Progesterone;;Thyroid hormone
Mogs;;;;;Progesterone;;Thyroid hormone
Epb41l4b;;;;;Progesterone;;Thyroid hormone
Pdk3;;;;;Progesterone;;Thyroid hormone
Cd72;;;;;Progesterone;;Thyroid hormone
Il33;;;;;Progesterone;;Thyroid hormone
Ptgds;;;;;Progesterone;;Thyroid hormone
Lims2;;;;;Progesterone;;Thyroid hormone
B9d2;;;;;Progesterone;;Thyroid hormone
Sh3pxd2a;;;;;Progesterone;;Thyroid hormone
TIAM1;;;;;Progesterone;;Thyroid hormone
GPAT3;;;;;Progesterone;;Thyroid hormone
SPRED2;;;;;Progesterone;;Thyroid hormone
PRKAB2;;;;;Progesterone;;Thyroid hormone
JAZF1;;;;;Progesterone;;Thyroid hormone
OSMR;;;;;Progesterone;;Thyroid hormone
NFE2L3;;;;;Progesterone;;Thyroid hormone
TMEM70;;;;;Progesterone;;Thyroid hormone
GAN;;;;;Progesterone;;Thyroid hormone
JMY;;;;;Progesterone;;Thyroid hormone
EPB41L4A;;;;;Progesterone;;Thyroid hormone
SETDB2;;;;;Progesterone;;Thyroid hormone
ATG4D;;;;;Progesterone;;Thyroid hormone
MED27;;;;;Progesterone;;Thyroid hormone
SH3PXD2B;;;;;Progesterone;;Thyroid hormone
GAS1;;;;;Progesterone;;Thyroid hormone
CNR1;;;;;Progesterone;;Thyroid hormone
ACOT11;;;;;Progesterone;;Thyroid hormone
CYFIP1;;;;;Progesterone;;Thyroid hormone
VCAN;;;;;Progesterone;;Thyroid hormone
Nid1;;;;;Progesterone;;Thyroid hormone
Cygb;;;;;Progesterone;;Thyroid hormone
Tinag;;;;;Progesterone;;Thyroid hormone
Vgll3;;;;;Progesterone;;Thyroid hormone
KLF5;;;;;Progesterone;;
SLC39A6;;;;;Progesterone;;
ARNT2;;;;;Progesterone;;
PMAIP1;;;;;Progesterone;;
RCAN3;;;;;Progesterone;;
CRYBG1;;;;;Progesterone;;
SLBP;;;;;Progesterone;;
BRD2;;;;;Progesterone;;
MAP2;;;;;Progesterone;;
PKIA;;;;;Progesterone;;
PUS7;;;;;Progesterone;;
SNHG8;;;;;Progesterone;;
AHCYL1;;;;;Progesterone;;
GMIP;;;;;Progesterone;;
ZCCHC8;;;;;Progesterone;;
ADRA2C;;;;;Progesterone;;
LTF;;;;;Progesterone;;
RFWD3;;;;;Progesterone;;
KLHL29;;;;;Progesterone;;
RRM2B;;;;;Progesterone;;
CCNDBP1;;;;;Progesterone;;
NTHL1;;;;;Progesterone;;
FOXC1;;;;;Progesterone;;
CLDN23;;;;;Progesterone;;
CDH10;;;;;Progesterone;;
SPRED1;;;;;Progesterone;;
Unk;;;;;Progesterone;;
Ccdc71l;;;;;Progesterone;;
Pag1;;;;;Progesterone;;
Caap1;;;;;Progesterone;;
Stk4;;;;;Progesterone;;
Fbxl14;;;;;Progesterone;;
Gatm;;;;;Progesterone;;
Itih5;;;;;Progesterone;;
Rin1;;;;;Progesterone;;
Olfml2b;;;;;Progesterone;;
Robo4;;;;;Progesterone;;
Pappa;;;;;Progesterone;;
Rab7b;;;;;Progesterone;;
Itch;;;;;Progesterone;;
Nsmce3;;;;;Progesterone;;
Cfap45;;;;;Progesterone;;
Foxi1;;;;;Progesterone;;
Shisa2;;;;;Progesterone;;
Smad6;;;;;Progesterone;;
Arhgap39;;;;;Progesterone;;
Dio2;;;;;Progesterone;;
Kcnk2;;;;;Progesterone;;
Tdrd9;;;;;Progesterone;;
Galnt15;;;;;Progesterone;;
TEAD3;;;;;Progesterone;;
EFNA4;;;;;Progesterone;;
ORMDL3;;;;;Progesterone;;
EGLN2;;;;;Progesterone;;
CHMP1B;;;;;Progesterone;;
DOK4;;;;;Progesterone;;
STX12;;;;;Progesterone;;
GLRB;;;;;Progesterone;;
STAT4;;;;;Progesterone;;
CDC42SE2;;;;;Progesterone;;
KMT2A;;;;;Progesterone;;
TXLNA;;;;;Progesterone;;
CXCL17;;;;;Progesterone;;
IL13RA2;;;;;Progesterone;;
HMGA2;;;;;Progesterone;;
NMNAT2;;;;;Progesterone;;
HSPB2;;;;;Progesterone;;
NOG;;;;;Progesterone;;
CCR7;;;;;Progesterone;;
TNNI2;;;;;Progesterone;;
CD248;;;;;Progesterone;;
LIMS1;;;;;Progesterone;;
PIP4K2B;;;;;Progesterone;;
Twist2;;;;;Progesterone;;
Wisp1;;;;;Progesterone;;
Il18r1;;;;;Progesterone;;
Jcad;;;;;Progesterone;;
Fgb;;;;;Progesterone;;
Pcsk1;;;;;Progesterone;;
Fxyd2;;;;;Progesterone;;
DNM3OS;;;;;Progesterone;;
KRT33A;;;;;Progesterone;;
SLC44A3;;;;;Progesterone;Retinoic acid;Thyroid hormone
NAP1L2;;;;;Progesterone;Retinoic acid;Thyroid hormone
ENO3;;;;;Progesterone;Retinoic acid;Thyroid hormone
MAGOHB;;;;;Progesterone;Retinoic acid;Thyroid hormone
Smarca1;;;;;Progesterone;Retinoic acid;Thyroid hormone
Kctd12;;;;;Progesterone;Retinoic acid;Thyroid hormone
Rbm43;;;;;Progesterone;Retinoic acid;Thyroid hormone
Timp4;;;;;Progesterone;Retinoic acid;Thyroid hormone
GPX3;;;;;Progesterone;Retinoic acid;Thyroid hormone
IRX5;;;;;Progesterone;Retinoic acid;
HIST1H2BC;;;;;Progesterone;Retinoic acid;
CDK6;;;;;Progesterone;Retinoic acid;
FZD9;;;;;Progesterone;Retinoic acid;
Hacd4;;;;;Progesterone;Retinoic acid;
Tcim;;;;;Progesterone;Retinoic acid;
Moxd1;;;;;Progesterone;Retinoic acid;
Fbn2;;;;;Progesterone;Retinoic acid;
DYSF;;;;;Progesterone;Retinoic acid;
Capsl;;;;;Progesterone;Retinoic acid;
MPC2;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
RAB3B;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
FRK;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
ITGAV;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
DPYSL2;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
OPTN;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
PTPRK;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
CERS6;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
MYH10;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
SLFN5;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
ZDHHC23;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
FAM214A;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
WDR91;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
TMEM14A;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
SLC16A10;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
PACS1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
HSPA13;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
THRB;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
MUT;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
ATP6V0B;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
SERPIND1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
TRIT1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
EEF1A2;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
NPDC1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
GSAP;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
CRIPT;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
PPT1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
POP7;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
SLPI;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
TXNL4B;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
NXT2;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
SPTAN1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
PTCD2;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
MIA3;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
PKMYT1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
AFMID;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
ELOF1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
CNIH4;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
DDHD2;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
RELN;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
IGBP1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
UXS1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
SUGCT;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
ATXN10;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
LPCAT1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
ABCD3;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
TMEM60;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
MRPS23;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
TMEM14C;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
NUP205;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
MYO5A;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
ERP29;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
EXOSC8;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
MCCC1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
ST3GAL4;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
MTMR12;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
OSGEPL1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
NARS2;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
TWSG1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
GTPBP3;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
TBXAS1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
NUBPL;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
ADGRE1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
INHBE;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
REEP3;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
NDUFB10;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
PPP6R1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
ACD;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
EIF4ENIF1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
PCID2;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
THNSL1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
MRPL48;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
CPQ;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
NDUFC1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
ATOX1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
ZCRB1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
MPV17L;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
EFEMP2;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
PROC;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
SEL1L;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
GPCPD1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
PEX11G;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
EEF1AKMT1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
ZDHHC16;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
ORC3;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
HIST1H2BH;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
VPS4B;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
MRPS33;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
RXRA;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
OPA1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
FLII;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
NUBP2;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
FKBP2;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
PMS1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
SLC25A21;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
UPB1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
GSTA3;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
BDKRB1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
ANO6;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
FOXA3;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
TMEM182;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
ITGA1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
PDE12;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
DENND6B;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
CNTNAP1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
CLCN7;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
REEP2;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
WASF2;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
PIP4K2C;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
DVL2;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
ATF6;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
GTF2H5;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
SNAI1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Aspg;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Cyb5r1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Slc2a5;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Ogfr;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Akap8l;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Hp;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Pld4;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Lbp;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Asgr1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Cfp;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Fcer1g;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Rps8;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Topors;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Gypc;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Cytip;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
C1qb;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Mpeg1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Bckdha;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Psmb3;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Laptm5;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Acvrl1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Klkb1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Lrat;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Tyrobp;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Csf2ra;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Adh4;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Mrps28;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Lrrc8c;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Omd;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Ndufa2;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Blvra;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Apcs;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Hcfc1r1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Cyp7a1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Eng;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Mblac1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Ttc32;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Myl9;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Ndufa1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
Hao2;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
ACSS3;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
STK24;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
STAT6;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
CD63;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
CS;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
SNRPG;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
NPLOC4;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
HOOK1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
INPP5F;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
MOSPD2;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
PEBP1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
NDST1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
TXNDC15;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
PIK3C2A;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
PPCDC;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
ORAOV1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
RNF139;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
EIF4H;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
SH3BP1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
DDRGK1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
LGR4;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
RPP21;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
TIMMDC1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
AP5S1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
RPL35;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
OLR1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
ACBD5;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
PDIA3;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
CCDC124;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
VPS35;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
B3GAT3;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
FAM160A2;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
GZF1;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
RPL32;;;;Peroxisome proliferator-activated ;;;Thyroid hormone
